,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Address Type,City,Landmark,Status,Borough
82570,10/11/2013 08:08:00 AM,,DSNY,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10010,ADDRESS,NEW YORK,,Open,MANHATTAN
82571,10/11/2013 08:08:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,11691,ADDRESS,Far Rockaway,,Pending,QUEENS
82572,10/11/2013 08:08:00 AM,,DSNY,P - Queens,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11420,INTERSECTION,South Ozone Park,,Open,QUEENS
82573,10/11/2013 08:07:40 AM,10/11/2013 10:18:59 AM,DPR,Department of Parks and Recreation,Animal in a Park,Domestic Strays,Park,10456,,BRONX,,Closed,BRONX
82574,10/11/2013 08:07:19 AM,10/11/2013 10:52:25 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11223,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
82575,10/11/2013 08:07:17 AM,10/15/2013 06:56:20 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,Closed,Unspecified
82576,10/11/2013 08:07:12 AM,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,Open,STATEN ISLAND
82577,10/11/2013 08:07:00 AM,10/11/2013 04:15:42 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10453,INTERSECTION,BRONX,,Closed,BRONX
82578,10/11/2013 08:07:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11231,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82579,10/11/2013 08:07:00 AM,10/12/2013 12:00:00 PM,DSNY,Bronx 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10456,ADDRESS,BRONX,,Closed,BRONX
82580,10/11/2013 08:07:00 AM,,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11358,ADDRESS,Flushing,,Open,QUEENS
82581,10/11/2013 08:06:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11207,ADDRESS,BROOKLYN,,Pending,BROOKLYN
82582,10/11/2013 08:05:10 AM,10/18/2013 03:34:25 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10453,ADDRESS,BRONX,,Closed,BRONX
82583,10/11/2013 08:05:02 AM,10/11/2013 08:51:10 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,ADDRESS,FOREST HILLS,,Closed,QUEENS
82584,10/11/2013 08:05:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11434,ADDRESS,Jamaica,,Open,QUEENS
82585,10/11/2013 08:04:00 AM,10/12/2013 12:00:00 PM,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11355,ADDRESS,Flushing,,Closed,QUEENS
82586,10/11/2013 08:04:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,,INTERSECTION,,,Pending,QUEENS
82587,10/11/2013 08:03:28 AM,10/15/2013 05:20:12 PM,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10034,ADDRESS,NEW YORK,,Closed,MANHATTAN
82588,10/11/2013 08:02:00 AM,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,Open,STATEN ISLAND
82589,10/11/2013 08:02:00 AM,10/11/2013 12:00:00 PM,DSNY,Queens East 12,Derelict Vehicles,14 Derelict Vehicles,Street,11433,ADDRESS,Jamaica,,Pending,QUEENS
82590,10/11/2013 08:00:55 AM,10/11/2013 09:25:36 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,ADDRESS,WHITESTONE,,Closed,QUEENS
82591,10/11/2013 08:00:39 AM,10/16/2013 10:26:03 AM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11362,ADDRESS,LITTLE NECK,,Closed,QUEENS
82592,10/11/2013 08:00:00 AM,10/11/2013 08:15:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,BRONX
82593,10/11/2013 07:59:29 AM,10/11/2013 10:55:45 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,ADDRESS,CORONA,,Closed,QUEENS
82594,10/11/2013 07:59:11 AM,10/11/2013 10:43:41 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11417,ADDRESS,OZONE PARK,,Closed,QUEENS
82595,10/11/2013 07:59:00 AM,,DSNY,A - Queens,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11418,ADDRESS,Richmond Hill,,Open,QUEENS
82596,10/11/2013 07:57:57 AM,10/21/2013 04:32:54 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Street/Curbside,11412,INTERSECTION,SAINT ALBANS,,Closed,QUEENS
82597,10/11/2013 07:56:54 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11361,ADDRESS,BAYSIDE,,Open,QUEENS
82598,10/11/2013 07:56:39 AM,10/11/2013 08:43:38 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10024,ADDRESS,NEW YORK,,Closed,MANHATTAN
82599,10/11/2013 07:55:06 AM,10/29/2013 01:49:51 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Sidewalk Consultation,Street,11205,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82600,10/11/2013 07:53:00 AM,,DSNY,A - Manhattan,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10023,ADDRESS,NEW YORK,,Open,MANHATTAN
82601,10/11/2013 07:52:36 AM,10/11/2013 06:15:14 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10459,ADDRESS,BRONX,,Closed,BRONX
82602,10/11/2013 07:51:21 AM,10/11/2013 02:06:06 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,INTERSECTION,LONG ISLAND CITY,,Closed,QUEENS
82603,10/11/2013 07:51:00 AM,10/12/2013 12:00:00 PM,DSNY,Brooklyn South 10,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11228,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82604,10/11/2013 07:50:00 AM,10/15/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11208,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
82605,10/11/2013 07:48:38 AM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11372,ADDRESS,JACKSON HEIGHTS,,Assigned,QUEENS
82606,10/11/2013 07:48:00 AM,10/15/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11208,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
82607,10/11/2013 07:48:00 AM,,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10022,ADDRESS,NEW YORK,,Assigned,MANHATTAN
82608,10/11/2013 07:47:10 AM,10/11/2013 08:35:57 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,ADDRESS,NEW YORK,,Closed,MANHATTAN
82609,10/11/2013 07:47:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11234,ADDRESS,BROOKLYN,,Open,BROOKLYN
82610,10/11/2013 07:46:00 AM,10/11/2013 09:15:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10302,ADDRESS,STATEN ISLAND,,Closed,STATEN ISLAND
82611,10/11/2013 07:44:55 AM,10/11/2013 02:32:45 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,10034,ADDRESS,NEW YORK,,Closed,MANHATTAN
82612,10/11/2013 07:44:53 AM,,DOT,Department of Transportation,Street Condition,Pothole,,,,,,Open,BRONX
82613,10/11/2013 07:43:12 AM,10/11/2013 10:06:46 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10030,ADDRESS,NEW YORK,,Closed,MANHATTAN
82614,10/11/2013 07:43:00 AM,10/11/2013 08:15:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,MANHATTAN
82615,10/11/2013 07:43:00 AM,,DSNY,A - Brooklyn,Dirty Conditions,E3A Dirty Area/Alleyway,Lot,11207,ADDRESS,BROOKLYN,,Open,BROOKLYN
82616,10/11/2013 07:40:42 AM,10/11/2013 09:37:49 AM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11215,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82617,10/11/2013 07:40:38 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11215,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
82618,10/11/2013 07:40:00 AM,10/11/2013 09:01:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10473,ADDRESS,BRONX,,Closed,BRONX
82619,10/11/2013 07:39:59 AM,10/11/2013 06:14:10 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460,ADDRESS,BRONX,,Closed,BRONX
82620,10/11/2013 07:38:00 AM,10/11/2013 07:50:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10473,ADDRESS,BRONX,,Closed,BRONX
82621,10/11/2013 07:36:00 AM,10/11/2013 09:30:00 AM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10001,BLOCKFACE,NEW YORK,,Closed,MANHATTAN
82622,10/11/2013 07:33:26 AM,10/15/2013 12:44:31 PM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10451,ADDRESS,BRONX,,Closed,BRONX
82623,10/11/2013 07:33:00 AM,10/11/2013 09:00:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10473,ADDRESS,BRONX,,Closed,BRONX
82624,10/11/2013 07:31:42 AM,10/18/2013 05:01:20 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10001,INTERSECTION,NEW YORK,,Closed,MANHATTAN
82625,10/11/2013 07:29:51 AM,10/11/2013 07:56:05 AM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Trunk Split,Street,11412,ADDRESS,SAINT ALBANS,,Closed,QUEENS
82626,10/11/2013 07:29:06 AM,10/11/2013 10:53:33 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,ADDRESS,ASTORIA,,Closed,QUEENS
82627,10/11/2013 07:28:58 AM,,DOHMH,Department of Health and Mental Hygiene,Indoor Sewage,Sewage Leak,1-2 Family Dwelling,10473,ADDRESS,BRONX,,Open,BRONX
82628,10/11/2013 07:28:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10462,ADDRESS,BRONX,,Open,BRONX
82629,10/11/2013 07:28:00 AM,10/11/2013 09:05:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11101,INTERSECTION,Long Island City,,Assigned,QUEENS
82630,10/11/2013 07:27:00 AM,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11231,BLOCKFACE,BROOKLYN,,Open,BROOKLYN
82631,10/11/2013 07:24:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10013,INTERSECTION,NEW YORK,,Open,MANHATTAN
82632,10/11/2013 07:24:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,10010,ADDRESS,NEW YORK,,Open,MANHATTAN
82633,10/11/2013 07:23:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11235,ADDRESS,BROOKLYN,,Open,BROOKLYN
82634,10/11/2013 07:21:54 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10024,ADDRESS,NEW YORK,,Assigned,MANHATTAN
82635,10/11/2013 07:20:43 AM,10/11/2013 08:35:57 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,ADDRESS,BRONX,,Closed,BRONX
82636,10/11/2013 07:20:27 AM,10/11/2013 11:44:27 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10003,ADDRESS,NEW YORK,,Closed,MANHATTAN
82637,10/11/2013 07:19:58 AM,10/22/2013 01:23:28 PM,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,10002,ADDRESS,NEW YORK,,Closed,MANHATTAN
82638,10/11/2013 07:19:23 AM,10/11/2013 06:14:11 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,ADDRESS,BRONX,,Closed,BRONX
82639,10/11/2013 07:19:21 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10018,BLOCKFACE,NEW YORK,,Assigned,MANHATTAN
82640,10/11/2013 07:17:00 AM,10/11/2013 07:55:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,MANHATTAN
82641,10/11/2013 07:17:00 AM,10/11/2013 10:20:00 AM,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,11101,INTERSECTION,Long Island City,,Closed,QUEENS
82642,10/11/2013 07:13:26 AM,10/11/2013 08:10:01 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11201,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82643,10/11/2013 07:13:10 AM,10/27/2013 01:07:03 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Goods,,10018,INTERSECTION,NEW YORK,,Closed,MANHATTAN
82644,10/11/2013 07:12:00 AM,10/11/2013 12:00:00 PM,DSNY,Bronx 08,Sanitation Condition,12 Dead Animals,Sidewalk,10463,INTERSECTION,BRONX,,Closed,BRONX
82645,10/11/2013 07:11:27 AM,10/11/2013 09:00:45 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,ADDRESS,RIDGEWOOD,,Closed,QUEENS
82646,10/11/2013 07:09:23 AM,10/11/2013 08:36:00 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,ADDRESS,BRONX,,Closed,BRONX
82647,10/11/2013 07:08:05 AM,10/11/2013 10:28:55 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11208,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82648,10/11/2013 07:07:31 AM,10/15/2013 04:24:07 PM,DOT,Department of Transportation,Street Condition,Cave-in,Street,10459,ADDRESS,BRONX,,Closed,BRONX
82649,10/11/2013 07:07:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11208,ADDRESS,BROOKLYN,,Pending,BROOKLYN
82650,10/11/2013 07:07:00 AM,10/11/2013 03:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,MANHATTAN
82651,10/11/2013 07:05:17 AM,10/11/2013 10:12:08 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11373,ADDRESS,ELMHURST,,Closed,QUEENS
82652,10/11/2013 07:03:50 AM,10/11/2013 10:52:26 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82653,10/11/2013 07:02:00 AM,10/11/2013 07:25:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,MANHATTAN
82654,10/11/2013 07:01:00 AM,10/12/2013 12:00:00 PM,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11226,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
82655,10/11/2013 07:00:59 AM,10/11/2013 04:22:18 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10462,INTERSECTION,BRONX,,Closed,BRONX
82656,10/11/2013 06:59:00 AM,10/11/2013 12:00:00 PM,DSNY,Bronx 11,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10469,ADDRESS,BRONX,,Closed,BRONX
82657,10/11/2013 06:56:34 AM,10/16/2013 10:28:15 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11233,,BROOKLYN,,Closed,BROOKLYN
82658,10/11/2013 06:56:00 AM,10/11/2013 08:05:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,QUEENS
82659,10/11/2013 06:52:51 AM,10/11/2013 08:20:37 AM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11416,ADDRESS,OZONE PARK,,Closed,QUEENS
82660,10/11/2013 06:47:17 AM,10/11/2013 09:16:37 AM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10461,ADDRESS,BRONX,,Closed,BRONX
82661,10/11/2013 06:46:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,INTERSECTION,NEW YORK,,Open,MANHATTAN
82662,10/11/2013 06:43:34 AM,10/11/2013 07:09:55 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82663,10/11/2013 06:41:28 AM,,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,Public/Unfenced Area,10310,ADDRESS,STATEN ISLAND,,Assigned,STATEN ISLAND
82664,10/11/2013 06:41:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,BLOCKFACE,,,Open,BROOKLYN
82665,10/11/2013 06:40:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11416,ADDRESS,Ozone Park,,Pending,QUEENS
82666,10/11/2013 06:39:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,BLOCKFACE,,,Open,BROOKLYN
82667,10/11/2013 06:34:22 AM,10/11/2013 07:11:00 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,LATLONG,BROOKLYN,,Closed,BROOKLYN
82668,10/11/2013 06:33:00 AM,10/11/2013 07:10:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,INTERSECTION,,,Closed,MANHATTAN
82669,10/11/2013 06:31:00 AM,,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11211,ADDRESS,BROOKLYN,,Open,BROOKLYN
82670,10/11/2013 06:30:00 AM,,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10459,INTERSECTION,BRONX,,Open,BRONX
82671,10/11/2013 06:29:00 AM,,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,INTERSECTION,,,Open,QUEENS
82672,10/11/2013 06:27:28 AM,10/11/2013 06:53:50 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11422,INTERSECTION,ROSEDALE,,Closed,QUEENS
82673,10/11/2013 06:27:00 AM,,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10459,INTERSECTION,BRONX,,Open,BRONX
82674,10/11/2013 06:25:00 AM,,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,,INTERSECTION,,,Open,QUEENS
82675,10/11/2013 06:23:25 AM,10/11/2013 06:54:07 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,ADDRESS,CORONA,,Closed,QUEENS
82676,10/11/2013 06:23:19 AM,10/22/2013 10:07:15 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11428,ADDRESS,QUEENS VILLAGE,,Closed,QUEENS
82677,10/11/2013 06:22:51 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11238,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
82678,10/11/2013 06:21:31 AM,10/30/2013 10:15:38 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,10464,ADDRESS,BRONX,,Closed,BRONX
82679,10/11/2013 06:21:09 AM,,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,10019,ADDRESS,NEW YORK,,Assigned,MANHATTAN
82680,10/11/2013 06:20:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,BLOCKFACE,,,Open,BROOKLYN
82681,10/11/2013 06:20:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,BLOCKFACE,,,Open,BROOKLYN
82682,10/11/2013 06:20:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10013,ADDRESS,NEW YORK,,Open,MANHATTAN
82683,10/11/2013 06:20:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,BLOCKFACE,,,Open,BROOKLYN
82684,10/11/2013 06:19:11 AM,10/11/2013 10:28:58 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82685,10/11/2013 06:19:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10019,INTERSECTION,NEW YORK,,Open,MANHATTAN
82686,10/11/2013 06:15:21 AM,10/11/2013 07:01:33 AM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11235,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82687,10/11/2013 06:15:00 AM,10/11/2013 01:45:00 PM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11219,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82688,10/11/2013 06:15:00 AM,10/11/2013 06:15:00 AM,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11219,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82689,10/11/2013 06:15:00 AM,10/13/2013 10:30:00 AM,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,10456,ADDRESS,BRONX,,Closed,BRONX
82690,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,11427,ADDRESS,Queens Village,,Open,QUEENS
82691,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,11691,ADDRESS,Far Rockaway,,Open,QUEENS
82692,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,,BLOCKFACE,,,Open,BROOKLYN
82693,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,11691,INTERSECTION,Far Rockaway,,Open,QUEENS
82694,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,10473,INTERSECTION,BRONX,,Open,BRONX
82695,10/11/2013 06:15:00 AM,,DEP,Department of Environmental Protection,Water System,Defective Street Cut (WZZ1),,11233,ADDRESS,BROOKLYN,,Open,BROOKLYN
82696,10/11/2013 06:15:00 AM,10/11/2013 06:15:00 AM,DEP,Department of Environmental Protection,Sewer,Defective/Missing Curb Piece (SC4),,11219,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82697,10/11/2013 06:15:00 AM,10/11/2013 06:15:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11223,INTERSECTION,BROOKLYN,,Closed,BROOKLYN
82698,10/11/2013 06:13:56 AM,10/11/2013 08:41:32 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,INTERSECTION,BRONX,,Closed,BRONX
82699,10/11/2013 06:13:52 AM,10/11/2013 06:38:26 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11228,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82700,10/11/2013 06:04:42 AM,10/11/2013 07:16:15 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,ADDRESS,RIDGEWOOD,,Closed,QUEENS
82701,10/11/2013 06:01:05 AM,10/11/2013 07:04:41 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10024,ADDRESS,NEW YORK,,Closed,MANHATTAN
82702,10/11/2013 05:56:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Manufacturing Noise (NK1),,11211,ADDRESS,BROOKLYN,,Open,BROOKLYN
82703,10/11/2013 05:56:00 AM,10/11/2013 12:00:00 PM,DSNY,BCC - Brooklyn South,Derelict Vehicles,14 Derelict Vehicles,Street,11234,ADDRESS,BROOKLYN,,Pending,BROOKLYN
82704,10/11/2013 05:56:00 AM,,DEP,Department of Environmental Protection,Hazardous Materials,"Unsafe Chemical, Storage (HC1)",,11420,ADDRESS,South Ozone Park,,Open,QUEENS
82705,10/11/2013 05:49:02 AM,10/12/2013 12:03:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11209,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82706,10/11/2013 05:48:39 AM,10/11/2013 11:48:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11228,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82707,10/11/2013 05:48:15 AM,10/11/2013 11:45:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11228,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82708,10/11/2013 05:47:43 AM,10/11/2013 11:40:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11228,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82709,10/11/2013 05:47:03 AM,10/27/2013 01:07:04 AM,DCA,Department of Consumer Affairs,Consumer Complaint,Billing Dispute,,11206,ADDRESS,BROOKLYN,,Closed,BROOKLYN
82710,10/11/2013 05:45:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10075,ADDRESS,NEW YORK,,Open,MANHATTAN
82711,10/11/2013 05:39:23 AM,10/11/2013 06:33:22 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,ADDRESS,BRONX,,Closed,BRONX
82712,10/11/2013 05:39:00 AM,,DEP,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)",,11369,ADDRESS,East Elmhurst,,Open,QUEENS
82713,10/11/2013 05:33:22 AM,10/11/2013 05:42:50 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,ADDRESS,EAST ELMHURST,,Closed,QUEENS
82714,10/11/2013 05:32:00 AM,10/15/2013 09:12:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11106,ADDRESS,Astoria,,Closed,QUEENS
